110, 70, 13.194201150141634, 1172, 2544, 67, 3018, 0, 1670494785752, 1670494792608, [100, 8, 19], [1, 0], 0.9122097034113408
100, 70, 22.80588052848183, 582, 1124, 24, 1871, 0, 1670494849956, 1670494853694, [110, 13, 20], [-1, 0], 3.303285128690878
