100, 148.27737310227508, 82, 165, 11, 299, 0, 1669803904893, 1669803906306, [100, 9, 26], [0], 150.38273134104975
100, 156.7918475345047, 41, 78, 3, 117, 0, 1669803936595, 1669803937705, [100, 17, 27], [0], 323.95009821178655
90, 94.06476022236087, 217, 393, 13, 823, 0, 1669803985519, 1669803987240, [100, 17, 28], [-1], 37.297684465646654
100, 108.88793887061959, 242, 422, 20, 878, 0, 1669804035343, 1669804036409, [90, 13, 29], [1], 39.16832333475525
100, 128.71114159117684, 127, 258, 9, 561, 0, 1669804090614, 1669804092133, [100, 12, 28], [0], 84.01510547726947
110, 107.5010382584182, 176, 364, 7, 844, 0, 1669804147078, 1669804148796, [100, 10, 28], [1], 50.32820143184372
110, 97.77797239187602, 239, 461, 20, 939, 0, 1669804182471, 1669804184166, [110, 10, 28], [0], 34.501754549003536
100, 106.47621309558947, 244, 444, 22, 819, 0, 1669804230925, 1669804233034, [110, 9, 28], [-1], 37.49162432943291
110, 100.35254708800065, 294, 571, 18, 952, 0, 1669804280557, 1669804283006, [100, 9, 28], [1], 28.72139298454512
110, 101.10485104680565, 170, 335, 17, 903, 0, 1669804315565, 1669804317392, [110, 11, 29], [0], 49.80534534325402
110, 58.81282206231394, 268, 595, 12, 1605, 0, 1669804372091, 1669804375953, [110, 15, 26], [0], 17.640318554983185
110, 104.97992870151222, 138, 303, 10, 908, 0, 1669804411734, 1669804412798, [110, 10, 25], [0], 61.39177117047498
120, 56.434571296949926, 445, 636, 24, 4949, 0, 1669804480454, 1669804502414, [110, 10, 25], [1], 11.679340086289306
110, 89.77086552993953, 252, 450, 23, 988, 0, 1669804550968, 1669804553127, [120, 9, 25], [-1], 30.785619180363348
110, 66.91094873235511, 291, 406, 22, 4813, 5, 1669804625703, 1669804627342, [110, 9, 25], [0], 21.309219341514364
120, 96.7059675688488, 185, 421, 15, 939, 0, 1669804675921, 1669804677600, [110, 8, 25], [1], 41.647703518022745
120, 94.35337415288492, 188, 362, 16, 900, 0, 1669804730488, 1669804731650, [120, 9, 25], [0], 42.348911199679044
120, 113.17927163394506, 87, 188, 6, 668, 0, 1669804782687, 1669804784525, [120, 8, 25], [0], 105.57767876300844
130, 89.53587250834917, 219, 541, 11, 1007, 0, 1669804834842, 1669804836455, [120, 8, 25], [1], 31.593462423552985
130, 68.13071195738334, 297, 576, 15, 1457, 0, 1669804872457, 1669804874993, [130, 11, 25], [0], 19.311426291775323
140, 75.60643551005982, 309, 538, 15, 1937, 0, 1669804947497, 1669804949243, [130, 10, 25], [1], 21.309592872057447
140, 97.79914855816264, 136, 312, 9, 835, 0, 1669805001416, 1669805003012, [140, 8, 25], [0], 57.125670886777236
140, 118.92431031062657, 185, 371, 6, 632, 0, 1669805033904, 1669805036126, [140, 8, 25], [0], 53.521291768958854
140, 116.9756127313944, 136, 300, 7, 782, 0, 1669805067981, 1669805069592, [140, 8, 25], [0], 69.29834877452275
150, 67.02124987746363, 304, 530, 18, 1325, 0, 1669805119682, 1669805123627, [140, 9, 25], [1], 19.19279778850619
150, 71.00330803835898, 376, 653, 12, 1393, 0, 1669805159300, 1669805162749, [150, 9, 25], [0], 16.45881039368544
140, 78.40055005745987, 340, 615, 15, 1143, 0, 1669805213296, 1669805215073, [150, 8, 25], [-1], 19.848240520875915
130, 101.11725773562497, 220, 412, 12, 869, 0, 1669805263217, 1669805265185, [140, 10, 25], [-1], 39.13206568716137
140, 80.37688961454147, 314, 531, 30, 1052, 0, 1669805332802, 1669805335218, [130, 9, 25], [1], 22.489336769597497
140, 116.95172906519785, 132, 300, 12, 637, 0, 1669805367854, 1669805369147, [140, 8, 24], [0], 70.62302479782478
140, 67.91154551492752, 231, 554, 17, 1434, 0, 1669805405153, 1669805407582, [140, 8, 24], [0], 22.97413583048969
140, 97.29554560778523, 260, 501, 25, 895, 0, 1669805441203, 1669805442714, [140, 8, 24], [0], 31.568963532701243
140, 112.0144203915165, 139, 276, 14, 815, 0, 1669805474176, 1669805475974, [140, 9, 24], [0], 67.31635840836327
140, 100.85918960556153, 145, 305, 12, 705, 0, 1669805508181, 1669805510185, [140, 9, 24], [0], 56.98259299749239
140, 140.22322737165499, 129, 249, 18, 509, 0, 1669805541191, 1669805542235, [140, 9, 24], [0], 91.64916821676796
140, 87.12501573888105, 267, 476, 18, 1133, 0, 1669805594966, 1669805596733, [140, 8, 24], [0], 28.21405950093298
140, 53.86601981741221, 365, 497, 25, 5135, 0, 1669805670534, 1669805672122, [140, 9, 24], [0], 13.762396478643895
140, 65.13543259199821, 288, 400, 17, 4908, 0, 1669805723944, 1669805745375, [140, 8, 24], [0], 20.984353283504582
150, 90.69489586273241, 204, 425, 10, 937, 0, 1669805794873, 1669805797088, [140, 7, 24], [1], 36.54105393341354
